cikkszam,korona,Eszköz,Alszám,lelszam,Megnev,dátuma,Beszért,KumÉCS,Kszért,Pénznem,Telephely,Gyártszám,Típusmegn,Mennyiség,mennyitip,Tipus,Hely,Megjegyzés,Mező20,Mező21
5000444,1/30280,3025195,0,3025195-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTJE,V510,1,DB,INFO,C Porta V510,Anikó,,
5000444,1/30281,3025196,0,3025196-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTK1,V510,1,DB,INFO,RSZ Tartalék 3,,,
5000444,1/30282,3025197,0,3025197-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTJG,V510,1,DB,INFO,Dr. Galambos Ildikó,,,
5000444,1/30283,3025198,0,3025198-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTHN,V510,1,DB,INFO,Tukacs Attila,,,
5000444,1/30284,3025199,0,3025199-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTHQ,V510,1,DB,INFO,Török Miklós,,,
5000444,1/30285,3025200,0,3025200-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTJ1,V510,1,DB,INFO,Dr. Bíró Ildikó,,,
5000444,1/30286,3025201,0,3025201-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTJC,V510,1,DB,INFO,Rendszergazda idoa,,,
5000444,1/30287,3025202,0,3025202-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTJQ,V510,1,DB,INFO,RSZ tartalék 2,Ritánál,,
5000444,1/30288,3025203,0,3025203-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTJY,V510,1,DB,INFO,Dr. Pozsgai Emilia,Soós 102,,
5000444,1/30289,3025204,0,3025204-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTK6,V510,1,DB,INFO,RSZ Tartalék 1,,,
5000444,1/30290,3025205,0,3025205-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTK7,V510,1,DB,INFO,Barabás Enikő,Arijit,,
5000444,1/30291,3025206,0,3025206-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTK8,V510,1,DB,INFO,RSZ Tartalék 4,,,
5000444,1/30292,3025207,0,3025207-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTKB,V510,1,DB,INFO,Gelencsérné Dr. Berta Renáta,,,
5000444,1/30293,3025208,0,3025208-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTKD,V510,1,DB,INFO,Szerver,Bontatlan,,
5000444,1/30294,3025209,0,3025209-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTKH,V510,1,DB,INFO,B porta,,,
5000444,1/30295,3025210,0,3025210-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTKJ,V510,1,DB,INFO,György Gyula,,,
5000444,1/30296,3025211,0,3025211-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTKV,V510,1,DB,INFO,Fülöp Réka,,,
5000444,1/30297,3025212,0,3025212-0000,Számítógép (Notebook),04/12/2017,170169,-170169,0,HUF,2080000000,LR09VTKW,V510,1,DB,INFO,Zadravecz Renáta,,,
5000445,1/30298,3025213,0,5000445-0000,Számítógép (szerver),04/12/2017,198509,-198509,0,HUF,2080000000,176OPJN095301,DS1515,1,DB,INFO,Studio Rack,,,
5000446,1/30299,3025214,0,3025214-0000,DVD iró külső,04/12/2017,8192,-8192,0,HUF,2080000000,H6DOAP093283,SDRW 08D2S,1,DB,INFO,Szerver,,,
5000446,1/30300,3025215,0,3025215-0000,DVD iró külső,04/12/2017,8192,-8192,0,HUF,2080000000,H6DOAP093282,SDRW 08D2S,1,DB,INFO,Szerver,,,
5000446,1/30301,3025216,0,3025216-0000,DVD iró külső,04/12/2017,8193,-8193,0,HUF,2080000000,H6DOAP093277,SDRW 08D2S,1,DB,INFO,Szerver,,,
5000447,1/30302,3025217,0,5000447-0000,Digitális Rajztábla,04/12/2017,29500,-29500,0,HUF,2080000000,7DBH006854,,1,DB,INFO,Rendszergazda i. (ESN),,,
5000448,1/30303,3025218,0,3025218-0000,Szünetmentes tápegység,04/12/2017,42433,-42433,0,HUF,2080000000,3B1727X00315,BACK-UPS,1,DB,INFO,Szerver,,,
5000448,1/30304,3025219,0,3025219-0000,Szünetmentes tápegység,04/12/2017,42433,-42433,0,HUF,2080000000,3B1727X00316,BACK-UPS,1,DB,INFO,C szerver,,,
5000448,1/30305,3025220,0,3025220-0000,Szünetmentes tápegység,04/12/2017,42433,-42433,0,HUF,2080000000,3B1727X00323,BACK-UPS,1,DB,INFO,TO,,,
5000448,1/30306,3025221,0,3025221-0000,Szünetmentes tápegység,04/12/2017,42433,-42433,0,HUF,2080000000,3B1727X00334,BACK-UPS,1,DB,INFO,Rendszergazda i. (K. Norbi),,,
5000448,1/30307,3025222,0,3025222-0000,Szünetmentes tápegység,04/12/2017,42432,-42432,0,HUF,2080000000,3B1727X00343,BACK-UPS,1,DB,INFO,Szerver,,,
5000448,1/30308,3025223,0,3025223-0000,Szünetmentes tápegység,04/12/2017,42432,-42432,0,HUF,2080000000,3B1727X00724,BACK-UPS,1,DB,INFO,b104,,,
5000448,1/30309,3025224,0,3025224-0000,Szünetmentes tápegység,04/12/2017,42432,-42432,0,HUF,2080000000,3B1729X01117,BACK-UPS,1,DB,INFO,Szerver,,,
5000448,1/30310,3025225,0,3025225-0000,Szünetmentes tápegység,04/12/2017,42432,-42432,0,HUF,2080000000,3B1729X09224,BACK-UPS,1,DB,INFO,Szerver,,,
5000448,1/30311,3025226,0,3025226-0000,Szünetmentes tápegység,04/12/2017,134999,-134999,0,HUF,2080000000,S1730333064,SMART-UPS,1,DB,INFO,Rendszergazda Iroda,,,
5000448,1/30312,3025227,0,3025227-0000,Szünetmentes tápegység,04/12/2017,134999,-134999,0,HUF,2080000000,S1730333066,SMART-UPS,1,DB,INFO,hök,,,
5000448,1/30313,3025228,0,3025228-0000,Szünetmentes tápegység,04/12/2017,134999,-134999,0,HUF,2080000000,S1730333071,SMART-UPS,1,DB,INFO,b105,,,
5000448,1/30314,3025229,0,3025229-0000,Szünetmentes tápegység,04/12/2017,134999,-134999,0,HUF,2080000000,AS1730333063,SMART-UPS,1,DB,INFO,b104,,,
5000448,1/30315,3025230,0,3025230-0000,Szünetmentes tápegység,04/12/2017,134998,-134998,0,HUF,2080000000,AS1724231849,SMART-UPS,1,DB,INFO,Stúdió,,,
5000448,1/30316,3025231,0,3025231-0000,Szünetmentes tápegység,04/12/2017,134998,-134998,0,HUF,2080000000,AS1724231853,SMART-UPS,1,DB,INFO,FSZ_Elosztó,,,
5000461,1/30273,3025245,0,3025245-0000,Rackszekrény 12U fali,20/12/2017,185116,-185116,0,HUF,2080000000,,12 U FALI,1,DB,INFO,b105,,,
5000461,1/30274,3025246,0,3025246-0000,Rackszekrény 12 U fali,20/12/2017,185116,-185116,0,HUF,2080000000,,12 U FALI,1,DB,INFO,b104,,,
5000461,1/30275,3025247,0,3025247-0000,Rackszekrény 18U fali,20/12/2017,170296,-170296,0,HUF,2080000000,,18U FALI,1,DB,INFO,studio,,,
5000461,1/30276,3025248,0,3025248-0000,Rackszekrény 18U fali,20/12/2017,166303,-166303,0,HUF,2080000000,,18U FALI,1,DB,INFO,hök,,,
5000461,1/30277,3025249,0,3025249-0000,Rackszekrény 15U fali,20/12/2017,100410,-100410,0,HUF,2080000000,,15U FALI,1,DB,INFO,FSZ_Elosztó,,,
5000461,1/30278,3025250,0,3025250-0000,Rackszekrény 15U fali,20/12/2017,89891,-89891,0,HUF,2080000000,,15U FALI,1,DB,INFO,Rendszergazda Iroda,,,
5000484,1/30361,3025355,0,3025355-0000,Projektor (EPSON EB-2250),18/01/2018,392772,-253193,139579,HUF,2080000000,X3NM790725L,EB-2250,1,DB,INFO,C2,,,
5000484,1/30362,3025356,0,3025356-0000,Projektor (EPSON EB-2250),18/01/2018,392772,-253193,139579,HUF,2080000000,X3NM790554L,EB-2250,1,DB,INFO,C1,,,
5000484,1/30363,3025357,0,3025357-0000,Projektor (EPSON EB-2250),18/01/2018,392772,-253193,139579,HUF,2080000000,X3NM790696L,EB-2250,1,DB,INFO,C4,,,
5000484,1/30364,3025358,0,3025358-0000,Projektor (EPSON EB-2250),18/01/2018,392772,-253193,139579,HUF,2080000000,X3NM7X0523L,EB-2250,1,DB,INFO,B103,,,
5000484,1/30365,3025359,0,3025359-0000,Projektor (EPSON EB-2250),18/01/2018,392772,-253193,139579,HUF,2080000000,X3NM790729L,EB-2250,1,DB,INFO,B_Labor,,,
5000484,1/30366,3025360,0,3025360-0000,Projektor (EPSON EB-2250),18/01/2018,392772,-253193,139579,HUF,2080000000,X3NM7X0518L,EB-2250,1,DB,INFO,C_Előadó,,,
5000484,1/30367,3025361,0,3025361-0000,Projektor (EPSON EB-2250),18/01/2018,392772,-253193,139579,HUF,2080000000,X3NM790547L,EB-2250,1,DB,INFO,SZERVER,,,
5000490,1/30507,3025372,0,5000490-0000,Nyomtató (Xerox),30/01/2018,34137,-34137,0,HUF,2080000000,3363246787,3260DNI,1,DB,INFO,Szerver,,,
5000500,1/30675,3025400,0,5000500-0000,Külső HDD 1 TB,08/02/2018,15917,-15917,0,HUF,2080000000,NM145N8Q,SEAGATE M3,1,DB,INFO,Dr. Németh Kornél,,,
5000504,1/30518,3025409,0,3025409-0000,Notebook (Lenovo T470P),13/02/2018,669000,-415531,253469,HUF,2080000000,PF12AA4C,T470P,1,DB,INFO,Bakon Krisztián,Valószínű,,
5000504,1/30519,3025410,0,3025410-0000,Notebook (Lenovo T470P),13/02/2018,669000,-415531,253469,HUF,2080000000,PF12AA3K,T470P,1,DB,INFO,Kigylics Norbert,,,
5000504,1/30520,3025411,0,3025411-0000,Notebook (Lenovo T470P),13/02/2018,669000,-415531,253469,HUF,2080000000,PF12AA4N,T470P,1,DB,INFO,Dr. Holczinger Tibor,,,
5000504,1/30521,3025412,0,3025412-0000,Notebook (Lenovo T470P),13/02/2018,669000,-415531,253469,HUF,2080000000,PF12A5TB,T470P,1,DB,INFO,Bertók Martin,,,
5000504,1/30522,3025413,0,3025413-0000,Notebook (Lenovo T470P),13/02/2018,669000,-415531,253469,HUF,2080000000,PF12A35R,T470P,1,DB,INFO,Mihalics Bálint,,,
5000504,1/30523,3025414,0,3025414-0000,Notebook (Lenovo T470P),13/02/2018,669000,-415531,253469,HUF,2080000000,PF12AA3S,T470P,1,DB,INFO,Dr. Skropp Adrien,,,
5000504,1/30524,3025415,0,3025415-0000,Notebook (Lenovo T470P),13/02/2018,669000,-415531,253469,HUF,2080000000,PF12A34F,T470P,1,DB,INFO,Dr. Jaskó Szilárd,,,
5000504,1/30525,3025416,0,3025416-0000,Notebook (Lenovo T470P),13/02/2018,669000,-415531,253469,HUF,2080000000,PF12A34Y,T470P,1,DB,INFO,Szikinger György,Elment,,
5000504,1/30526,3025417,0,3025417-0000,Notebook (Lenovo T470P),13/02/2018,669000,-415531,253469,HUF,2080000000,PF12A32P,T470P,1,DB,INFO,Gyarmati Dávid,Elmegy,,
5000506,1/30332,3025423,0,3025423-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C075DDB9,CRS226,1,DB,INFO,hök,,,
5000506,1/30333,3025424,0,3025424-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C070661CC,CRS226,1,DB,INFO,B105,,,
5000506,1/30334,3025425,0,3025425-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C07075EOB,CRS226,1,DB,INFO,FSZ_Elosztó,,,
5000506,1/30335,3025426,0,3025426-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C0707D8EE,CRS226,1,DB,INFO,Szerver Tartalék,,,
5000506,1/30336,3025427,0,3025427-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C0710B6A5,CRS226,1,DB,INFO,B102,,,
5000506,1/30337,3025428,0,3025428-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C07212E45,CRS226,1,DB,INFO,Szerver Tartalék,,,
5000506,1/30338,3025429,0,3025429-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,736C0721826B,CRS226,1,DB,INFO,EM_Aula_Eloszto,,,
5000506,1/30339,3025430,0,3025430-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C072739C9,CRS226,1,DB,INFO,B105,,,
5000506,1/30340,3025431,0,3025431-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C072BCF1E,CRS226,1,DB,INFO,B104,,,
5000506,1/30341,3025432,0,3025432-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C073D187Q,CRS226,1,DB,INFO,hök,,,
5000506,1/30342,3025433,0,3025433-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C074BEE01,CRS226,1,DB,INFO,,Martin,,
5000506,1/30343,3025434,0,3025434-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C0754B7B1,CRS226,1,DB,INFO,,Szerver,,
5000506,1/30344,3025435,0,3025435-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C075EFAC4,CRS226,1,DB,INFO,,Koli,,
5000506,1/30345,3025436,0,3025436-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C0763201B,CRS226,1,DB,INFO,Szerver,,,
5000506,1/30346,3025437,0,3025437-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,736C0769EB8B,CRS226,1,DB,INFO,Szerver,,,
5000506,1/30347,3025438,0,3025438-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,736C07993FA2,CRS226,1,DB,INFO,Rendszergazda Iroda,,,
5000506,1/30348,3025439,0,3025439-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C07CF3535,CRS226,1,DB,INFO,b104,,,
5000506,1/30349,3025440,0,3025440-0000,Switch CRS226,05/03/2018,88628,-88628,0,HUF,2080000000,763C07DF2C1F,CRS226,1,DB,INFO,,,,
5000506,1/30350,3025441,0,3025441-0000,Switch CRS226,05/03/2018,88627,-88627,0,HUF,2080000000,763C07EC0A78,CRS226,1,DB,INFO,Szerver,,,
5000506,1/30351,3025442,0,3025442-0000,Switch CRS226,05/03/2018,88627,-88627,0,HUF,2080000000,763C07F71D3C,CRS226,1,DB,INFO,DMZ Szerver,,,
5000506,1/30352,3025443,0,3025443-0000,Switch CRS226,05/03/2018,88627,-88627,0,HUF,2080000000,763C0751D279,CRS226,1,DB,INFO,rendszergazda Iroda,,,
5000506,1/30353,3025444,0,3025444-0000,Switch CRS226,05/03/2018,88627,-88627,0,HUF,2080000000,763C07FD5049,CRS226,1,DB,INFO,Szerver,,,
5000506,1/30354,3025445,0,3025445-0000,Switch CRS226,05/03/2018,88627,-88627,0,HUF,2080000000,763C094FF8F,CRS226,1,DB,INFO,Rendszergazda Iroda,,,
5000506,1/30355,3025446,0,3025446-0000,Switch CRS226,05/03/2018,88627,-88627,0,HUF,2080000000,76WC0457A9E,CRS226,1,DB,INFO,Soós 101,,,
5000506,1/30356,3025447,0,3025447-0000,Switch CRS226,05/03/2018,88627,-88627,0,HUF,2080000000,76WC07304F44,CRS226,1,DB,INFO,hök,,,
5000507,1/30678,3025448,0,3025448-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1148,M710T,1,DB,INFO,B105-7,,,
5000507,1/30679,3025449,0,3025449-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1123,M710T,1,DB,INFO,Szerver,,,
5000507,1/30680,3025450,0,3025450-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1106,M710T,1,DB,INFO,B105-23,,,
5000507,1/30681,3025451,0,3025451-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1094,M710T,1,DB,INFO,B105-25,,,
5000507,1/30682,3025452,0,3025452-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1080,M710T,1,DB,INFO,B105-8,,,
5000507,1/30683,3025453,0,3025453-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1063,M710T,1,DB,INFO,B105-19,,,
5000507,1/30684,3025454,0,3025454-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1042,M710T,1,DB,INFO,Szerver,,,
5000507,1/30685,3025455,0,3025455-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1156,M710T,1,DB,INFO,B105-15,,,
5000507,1/30686,3025456,0,3025456-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1136,M710T,1,DB,INFO,Szerver,Nincs Ram Jasi cucca volt,,
5000507,1/30687,3025457,0,3025457-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1112,M710T,1,DB,INFO,B105-12,,,
5000507,1/30688,3025458,0,3025458-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1100,M710T,1,DB,INFO,B105-13,,,
5000507,1/30689,3025459,0,3025459-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1086,M710T,1,DB,INFO,B105-10,,,
5000507,1/30690,3025460,0,3025460-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1071,M710T,1,DB,INFO,B-105-14,,,
5000507,1/30691,3025461,0,3025461-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1045,M710T,1,DB,INFO,Szerver,,,
5000507,1/30692,3025462,0,3025462-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1145,M710T,1,DB,INFO,B105-4,,,
5000507,1/30693,3025463,0,3025463-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1119,M710T,1,DB,INFO,B105-21,,,
5000507,1/30694,3025464,0,3025464-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1103,M710T,1,DB,INFO,B105-18,,,
5000507,1/30695,3025465,0,3025465-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1092,M710T,1,DB,INFO,B105-5,,,
5000507,1/30696,3025466,0,3025466-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1077,M710T,1,DB,INFO,B105-3,,,
5000507,1/30697,3025467,0,3025467-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1053,M710T,1,DB,INFO,B105-17,,,
5000507,1/30698,3025468,0,3025468-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1037,M710T,1,DB,INFO,B105-2,,,
5000507,1/30699,3025469,0,3025469-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1153,M710T,1,DB,INFO,B105-1,,,
5000507,1/30700,3025470,0,3025470-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1129,M710T,1,DB,INFO,Szerver,,,
5000507,1/30701,3025471,0,3025471-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1110,M710T,1,DB,INFO,B104-1,,,
5000507,1/30702,3025472,0,3025472-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1097,M710T,1,DB,INFO,B105-20,,,
5000507,,3025473,0,3025473-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1084,M710T,1,DB,INFO,Szerver,,,
5000507,1/30704,3025474,0,3025474-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1068,M710T,1,DB,INFO,B105-6,,,
5000507,1/30705,3025475,0,3025475-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1044,M710T,1,DB,INFO,Szerver,,,
5000507,1/30706,3025476,0,3025476-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1141,M710T,1,DB,INFO,B105-22,,,
5000507,1/30707,3025477,0,3025477-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1115,M710T,1,DB,INFO,B105-11,,,
5000507,,3025478,0,3025478-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1102,M710T,1,DB,INFO,FSZ_Szerver,,,
5000507,1/30709,3025479,0,3025479-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1090,M710T,1,DB,INFO,B105-9,,,
5000507,1/30710,3025480,0,3025480-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1074,M710T,1,DB,INFO,B105-16,,,
5000507,1/30711,3025481,0,3025481-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1049,M710T,1,DB,INFO,Szerver,,,
5000507,1/30712,3025482,0,3025482-0000,Számítógép (Lenovo M710T),05/03/2018,255454,-154049,101405,HUF,2080000000,S2QH00S4EV1032,M710T,1,DB,INFO,B105-24,,,
5000508,1/30713,3025483,0,3025483-0000,Számítógép (Lenovo P510),05/03/2018,3083308,-1831797,1251511,HUF,2080000000,S4EU4398,P510,1,DB,INFO,DeepLearnig PC,,,
5000623,1/31014,3025845,0,3025845-0000,Számítógép (Szerver),11/07/2018,2280869,-1111502,1169367,HUF,2080000000,CZJ823048L,DL-380,1,DB,INFO,Szerver,,,
5000623,1/31015,3025846,0,3025846-0000,Számítógép (Szerver),11/07/2018,2280870,-1111502,1169368,HUF,2080000000,CZJ82308RJ,DL-360,1,DB,INFO,SZerver,,,
5000623,1/31016,3025847,0,3025847-0000,Számítógép (Szerver),11/07/2018,2280869,-1111502,1169367,HUF,2080000000,CZJ82308RK,DL-360,1,DB,INFO,Szerver,,,
5000623,1/31017,3025848,0,3025848-0000,Számítógép (Szerver),11/07/2018,2280869,-1111502,1169367,HUF,2080000000,CZJ82308RH,DL-360,1,DB,INFO,Szerver,,,
5000623,1/31018,3025849,0,3025849-0000,Számítógép (Szerver),11/07/2018,2280869,-1111502,1169367,HUF,2080000000,CZJ82308RG,DL-360,1,DB,INFO,Szerver,,,
5000692,1/31108,3025999,0,5000692-0000,Spirálozó gép,28/09/2018,17990,-17990,0,HUF,2080000000,,,1,DB,INFO,,,,
5000752,1/31412,3026212,0,5000752-0000,Karos vágógép,13/11/2018,11120,-11120,0,HUF,2080000000,,,1,DB,INFO,,,,
5000768,1/31408,3026229,0,3026229-0000,Mérőműszer (VirtualBench),19/11/2018,634860,-102900,531960,HUF,2080000000,3174C7B,TIWI-BLE,1,DB,JASI,,,,
5000768,1/31409,3026230,0,3026230-0000,Mérőműszer (VirtualBench),19/11/2018,634860,-102900,531960,HUF,2080000000,3174C59,TIWI-BLE,1,DB,JASI,,,,
5000768,1/31410,3026231,0,3026231-0000,Vezérlő egység,19/11/2018,195760,-31729,164031,HUF,2080000000,316AOF8,MIRIO-1900,1,DB,JASI,,,,
5000768,1/31411,3026232,0,3026232-0000,Vezérlő egység,19/11/2018,195760,-31729,164031,HUF,2080000000,316AO4A,MIRIO-1900,1,DB,JASI,,,,
5000776,B-2018/2/2018,3026251,0,5000776-0000,"Szerszámos szekrény, 2 ajtós",12/12/2018,504000,-504000,0,HUF,2080000000,,,4,DB,JASI,,,,
5000777,B-2018/3/2018,3026252,0,5000777-0000,Munkapad,13/12/2018,306000,-306000,0,HUF,2080000000,,,3,DB,JASI,,,,
5000778,B-2018/4/2018,3026253,0,5000778-0000,Salgó polc,22/11/2018,74970,-74970,0,HUF,2080000000,,,3,DB,JASI,,,,
5000779,1/31484,3026254,0,5000779-0000,Cimkenyomtató PT-E550 WVP,11/12/2018,45800,-45800,0,HUF,2080000000,E8Z340667,PT-E550 WVP,1,DB,INFO,Szerver,,,
5000781,1/31361,3026256,0,5000781-0000,Kompresszor (Metabo),23/11/2018,78000,-78000,0,HUF,2080000000,H18057646,,1,DB,JASI,,,,
5000782,1/31363,3026257,0,3026257-0000,Videókamera (CANON),23/11/2018,272500,-43735,228765,HUF,2080000000,100SC006AA,LEGRIA HF-G40,1,DB,INFO,ESN,,,
5000782,1/31385,3026258,0,3026258-0000,Iratmegsemmisítő (REXEL),23/11/2018,219175,-35176,183999,HUF,2080000000,PM1808001299,300X,1,DB,INFO,Rendszergazda i. (K. Norbi),,,
5000782,1/31365,3026259,0,3026259-0000,Fényképezőgép (NIKON),23/11/2018,259835,-41702,218133,HUF,2080000000,4485146,D7200,1,DB,INFO,ESN,,,
5000782,1/31365 tart.,,1,3026259-0001,"Nikon 50/F 1,8 objektív",23/11/2018,59500,-9550,49950,HUF,2080000000,,,1,DB,INFO,ESN,,,
5000782,1/31365 tart.,,2,3026259-0002,Nikon 85/F 1.8 objektív,23/11/2018,134300,-21555,112745,HUF,2080000000,,,1,DB,INFO,ESN,,,
5000782,1/31365 tart.,,3,3026259-0003,Nikon 18-140/F 3.5-5.6 objektív,23/11/2018,141000,-22630,118370,HUF,2080000000,,,1,DB,INFO,7500 lett belőle,,,
5000782,1/31364,3026260,0,3026260-0000,Sportkamera (GoPro),23/11/2018,90935,-90935,0,HUF,2080000000,C3301324784081,HEV-05,1,DB,INFO,ESN,,,
5000782,1/31366,3026261,0,3026261-0000,Mikrofonos Webkamera,23/11/2018,12900,-12900,0,HUF,2080000000,1821LZ0OHB39,C525-720P,1,DB,INFO,B104,,,
5000782,1/31367,3026262,0,3026262-0000,Mikrofonos Webkamera,23/11/2018,12900,-12900,0,HUF,2080000000,1821LZ0OHCL9,C525-720P,1,DB,INFO,B104,,,
5000782,1/31368,3026263,0,3026263-0000,Mikrofonos Webkamera,23/11/2018,12900,-12900,0,HUF,2080000000,1821LZ0OHCJ9,C525-720P,1,DB,INFO,B104,,,
5000782,1/31369,3026264,0,3026264-0000,Mikrofonos Webkamera,23/11/2018,12900,-12900,0,HUF,2080000000,1821LZ0OHAT9,C525-720P,1,DB,INFO,B104,,,
5000782,1/31370,3026265,0,3026265-0000,Mikrofonos Webkamera,23/11/2018,12900,-12900,0,HUF,2080000000,1821LZ0OHCQ9,C525-720P,1,DB,INFO,B104,,,
5000782,1/31371,3026266,0,3026266-0000,Mikrofonos Webkamera HD,23/11/2018,19000,-19000,0,HUF,2080000000,1801LZ0ABQS9,C920 PRO,1,DB,INFO,B104,,,
